session_id,target
1,0.008928593228754693
2,0.002981596453303019
3,0.003756760976249329
4,0.005788371301611278
5,0.00530504291277067
6,0.00797255196595651
7,0.008657905789235608
8,0.006947000436298098
9,0.007279339500647297
10,0.078115147053747
11,0.005724429669621835
12,0.004961911760018554
13,0.005786079265545294
14,0.016063672830642535
15,0.00810712013302225
16,0.009427605528154021
17,0.007160354079931877
18,0.00412061690503242
19,0.006629928609172626
20,0.0020738820997965846
21,0.02075822284334669
22,0.0025952855378966484
23,0.004216353005206428
24,0.007788743428839791
25,0.052636194707148455
26,0.0051818307042943304
27,0.00965728342451931
28,0.006566371468246984
29,0.008445649250628557
30,0.007992277620840808
31,0.006683372225426825
32,0.042945643426848236
33,0.007929702553621482
34,0.002123607237641424
35,0.00843578727323179
36,0.006730074820915019
37,0.004885039895801297
38,0.002745310413530671
39,0.007992277620840808
40,0.004510395743912003
41,0.008216696597928678
42,0.005827925761822791
43,0.006671492174685899
44,0.003999567046543014
45,0.01037898173216024
46,0.006816206872995818
47,0.008877034652394766
48,0.007785084672119378
49,0.005729550359091189
50,0.007294708108783909
51,0.004457900073631004
52,0.0034003796329173824
53,0.01734619610470349
54,0.006971370941000144
55,0.008975219103373979
56,0.013269013701251978
57,0.00587748439704071
58,0.005323248670168671
59,0.0052201675469062
60,0.0026248879246780032
61,0.007441685373161553
62,0.010908805868313273
63,0.006819823489509782
64,0.010228188678665345
65,0.00479854927927567
66,0.0026159450913166705
67,0.010598955754348877
68,0.004147177970922212
69,0.07124551606531812
70,0.00711191020812125
71,0.00741034135776501
72,0.0052201675469062
73,0.04212531495631232
74,0.002981596453303019
75,0.005054515670563686
76,0.006301027162678408
77,0.007366963511351468
78,0.0070934411065162704
79,0.005617725355847656
80,0.00332929375658322
81,0.00691120135837336
82,0.0032356809147026677
83,0.0068893274834740505
84,0.03103512758595561
85,0.005660265916806961
86,0.0034478153084725243
87,0.0079059899992004
88,0.005983314947637043
89,0.008144962273810088
90,0.016065926265574477
91,0.006842632715556378
92,0.003905118216247344
93,0.011444175137689225
94,0.009346333894395646
95,0.030251937857222654
96,0.0024514333000636795
97,0.008246564785408922
98,0.0032195756352396206
99,0.006961899312710437
100,0.00502474643618013
101,0.006185920992730404
102,0.04644795428201631
103,0.010945445892508916
104,0.02701161111877316
105,0.006702420422355945
106,0.00726567151807725
107,0.006547036824735797
108,0.006547351474964348
109,0.005650556391514963
110,0.007635417320583913
111,0.009049692918003466
112,0.0058767428216398975
113,0.021173583439941728
114,0.003353679281381274
115,0.008906947174177914
116,0.00260302074261047
117,0.010831150568085762
118,0.007062592919192077
119,0.005395322789054732
120,0.00800925327977445
121,0.004964050222075059
122,0.007992277620840808
123,0.007450935369511858
124,0.00381281408599195
125,0.006511380374120124
126,0.0030819821588096738
127,0.0024741990718536357
128,0.008097656898675136
129,0.007407390019297136
130,0.008238261250207754
131,0.006193054028096509
132,0.00867660928472109
133,0.006666276466001136
134,0.0054630352312421285
135,0.00424172134475724
136,0.010228188678665345
137,0.0075897761182848935
138,0.011171463299440866
139,0.0031017250858671936
140,0.008002826617481515
141,0.0022756945044672752
142,0.007906392324076772
143,0.009976336335753662
144,0.009808965383139908
145,0.002981596453303019
146,0.012628676596671197
147,0.008654308259660175
148,0.008447894391459569
149,0.008651573004479876
150,0.03293956341291623
151,0.005407723541603442
152,0.013087107217824547
153,0.00792229008553124
154,0.0072102833384173415
155,0.006738460554007663
156,0.007848383859232082
157,0.008101861779781434
158,0.010228188678665345
159,0.002945370572671313
160,0.007992277620840808
161,0.008707463658173018
162,0.002818173070967331
163,0.004921347025339066
164,0.008174909664837818
165,0.008797630272389022
166,0.007121650312571532
167,0.009665127835581344
168,0.008651621140922312
169,0.006971370941000144
170,0.0028369216367499527
171,0.005395322789054732
172,0.0038277931299910604
173,0.0061094653972846
174,0.004151007805285801
175,0.05774417154103076
176,0.008232101154912895
177,0.018440541858462473
178,0.0025239781102294073
179,0.003177019888596165
180,0.008383748316068997
181,0.006501651480768624
182,0.02996656624958444
183,0.005537831303273949
184,0.004328743839019104
185,0.014173880042288131
186,0.007493965024294455
187,0.00685949843890647
188,0.0034776664998291225
189,0.00840077589389243
190,0.007410039469886511
191,0.007246128813662285
192,0.008115062547733901
193,0.008863378294478025
194,0.03405117207437316
195,0.008905781322639108
196,0.0025313123711117186
197,0.007846263806624978
198,0.007457528457921934
199,0.010822714160230874
200,0.00225274821246105
201,0.006816206872995818
202,0.03063096682441654
203,0.0030819821588096738
204,0.006506356816625607
205,0.007951686387644357
206,0.0028144192074226883
207,0.008416186066376419
208,0.02627907689860313
209,0.0032297202315409923
210,0.006522205514118524
211,0.002753762075683982
212,0.004294671159020376
213,0.004966432284530424
214,0.009193037748348846
215,0.04312140908903974
216,0.007889663395873013
217,0.010805113363048999
218,0.006971370941000144
219,0.008090322531279929
220,0.007995151257910005
221,0.006573298190208385
222,0.007669446313882106
223,0.07154715137114057
224,0.006971370941000144
225,0.006723272334404941
226,0.010894328237089692
227,0.009732281816162132
228,0.005737076046538367
229,0.006625687081718886
230,0.007331430691130353
231,0.007108432208036094
232,0.007618119185861038
233,0.007005119372232402
234,0.010074328259537729
235,0.004102908973110286
236,0.013610983457216562
237,0.008260618454470734
238,0.008617071151532346
239,0.007992277620840808
240,0.006822531462183577
241,0.004328743839019104
242,0.002291634537144849
243,0.005125533701445077
244,0.007988617195142973
245,0.006154901659593377
246,0.007112667776606076
247,0.033043825012600975
248,0.0076188120459054895
249,0.005312918339080487
250,0.006084234731745725
251,0.043667144553186356
252,0.008002040392282474
253,0.0066412781359157045
254,0.006723272334404941
255,0.010381650976420022
256,0.002193271889777453
257,0.010885795227926938
258,0.008030406540349613
259,0.004428124296556098
260,0.010225281889622911
261,0.003817566360230204
262,0.02627907689860313
263,0.007567108110152674
264,0.008651621140922312
265,0.009128525528091994
266,0.007494704814634951
267,0.002140545487229457
268,0.004493690986067375
269,0.005173398717747652
270,0.003994921793882933
271,0.006123477579373753
272,0.008230898646203879
273,0.006344084621986703
274,0.0056763483734442385
275,0.009417074799347416
276,0.0029932844715338546
277,0.007317040984959416
278,0.012117896329285812
279,0.007355513986004139
280,0.008151784403771348
281,0.0040622013045152955
282,0.007907820782511342
283,0.008878650453951203
284,0.004287054597599997
285,0.007994350166477428
286,0.004468972509296022
287,0.008277369406161717
288,0.006026655579530185
289,0.0077788194534312285
290,0.00479854927927567
291,0.03859151989018523
292,0.00826559287481174
293,0.00945299198937268
294,0.0039032889665843637
295,0.007914347450182555
296,0.004729024784864507
297,0.008807566079903203
298,0.008467565796838224
299,0.006248735728780082
300,0.008158421895873454
301,0.00479854927927567
302,0.0062425214789416155
303,0.006243808057439114
304,0.006940080463056559
305,0.012471014656784508
306,0.006971370941000144
307,0.0086760089842479
308,0.010497595035591566
309,0.006115483123441174
310,0.007698265226189018
311,0.007886972755897585
312,0.014563538963350518
313,0.011413229888355086
314,0.00550614701155562
315,0.006719855440147729
316,0.005648201275371738
317,0.007928113840274881
318,0.007529479332393936
319,0.008485974933880615
320,0.00297751860213033
321,0.006644661879979146
322,0.006027425536860268
323,0.004056745093244093
324,0.00593550086061378
325,0.009154061256268926
326,0.00438680943352986
327,0.0029759189605693915
328,0.008249242751124711
329,0.007992277620840808
330,0.006061887341124243
331,0.010519205227789768
332,0.008233744978002113
333,0.04523917650191143
334,0.01296243468963605
335,0.0055507470447072
336,0.008932001235830522
337,0.017570456158597963
338,0.008903770513650305
339,0.007462159525047134
340,0.008706091554421262
341,0.004231986370080229
342,0.007626204548042793
343,0.008641660597785136
344,0.009779475199058196
345,0.009005513931498033
346,0.01067198247501674
347,0.10515275599419567
348,0.0026347648570876556
349,0.008187668068401932
350,0.015816023074326616
351,0.005616012517835429
352,0.015589376568229453
353,0.040235680588428996
354,0.008101647579088198
355,0.00982501049261384
356,0.013616048355549082
357,0.005558132347268321
358,0.002981596453303019
359,0.033043825012600975
360,0.006253259532882297
361,0.04785255904341796
362,0.030251937857222654
363,0.012843368036811399
364,0.009532745177460951
365,0.0020690277546909423
366,0.002369081776076869
367,0.0027465992039525204
368,0.00804221478527432
369,0.00872697011330516
370,0.006804998374641199
371,0.00867660928472109
372,0.006912126613509567
373,0.002740331942910504
374,0.0037979454014984808
375,0.0061635586775990615
376,0.008055915166066453
377,0.007737190447035296
378,0.006164174478977842
379,0.006971370941000144
380,0.008097656898675136
381,0.0055507470447072
382,0.008852299297913549
383,0.002482318967192193
384,0.00851475914617258
385,0.008511457922358648
386,0.0030757600189456158
387,0.00838999113955952
388,0.004764813690978195
389,0.006370222017591113
390,0.0026335792044982647
391,0.0024297375099196585
392,0.007686661190316313
393,0.008676543218294202
394,0.004349038007284143
395,0.007510208736861489
396,0.0035135024200933763
397,0.006199574681213049
398,0.006413704994641342
399,0.0031369614174647244
400,0.006240501879648876
401,0.0024730029704206906
402,0.005934532453126843
403,0.0050725235668721575
404,0.09944170880416146
405,0.006909204393720224
406,0.00924258677716009
407,0.0070833992003289745
408,0.004349038007284143
409,0.01081232252664251
410,0.008016777233643914
411,0.0077461763738824775
412,0.004184907245084796
413,0.007604261888634531
414,0.002502149388855232
415,0.0021924165957158187
416,0.00717043207748315
417,0.009318775448189202
418,0.002360262869079114
419,0.0072151490518897144
420,0.008784305920557886
421,0.008094883566852123
422,0.00867660928472109
423,0.0024514333000636795
424,0.008473218759297204
425,0.002248224709556501
426,0.016256599788746478
427,0.004327761164819891
428,0.0018492808166556778
429,0.018126761406111497
430,0.007992277620840808
431,0.004328743839019104
432,0.02675818102448589
433,0.002788137087366469
434,0.008228784440472972
435,0.006593475583175192
436,0.00503091997566238
437,0.008032456251696093
438,0.009582441793473173
439,0.00774455179241824
440,0.0033998945033914324
441,0.007651287863478704
442,0.008217711288186727
443,0.006758201388258285
444,0.006312760667656475
445,0.012825026455749898
446,0.00857318305672834
447,0.008514682879476036
448,0.011396924468476866
449,0.008154397584866455
450,0.006399575002613879
451,0.007509970498324234
452,0.010309108604158998
453,0.00771326419832611
454,0.006269226447535109
455,0.007861649493478864
456,0.006369639491767392
457,0.005383057940581508
458,0.004682853511828319
459,0.009001121816942514
460,0.03680977214398085
461,0.008097656898675136
462,0.005376776030028084
463,0.0027574284663160246
464,0.008984667054799424
465,0.010831056314834676
466,0.006971370941000144
467,0.011077632852593174
468,0.003934025431273206
469,0.009650380387117626
470,0.010015279432928658
471,0.013380089666667672
472,0.0028525861091769347
473,0.006971370941000144
474,0.005593391922317045
475,0.008218682285451811
476,0.0035303597395815478
477,0.008030672127758215
478,0.006461277080095608
479,0.01370667212363998
480,0.007083693217548671
481,0.012956675010491922
482,0.01039567895085047
483,0.008480681518328464
484,0.011665108313948996
485,0.006721160476766807
486,0.004943685983894672
487,0.008871714741754208
488,0.008210818908976358
489,0.007473537428042795
490,0.006739423232580511
491,0.009056067204605714
492,0.008498412885645781
493,0.0055507470447072
494,0.006025622818253278
495,0.007358287261225666
496,0.010914444847629521
497,0.005823550150279907
498,0.006688474904047038
499,0.0032932157854254074
500,0.00911943342049386
501,0.023881656243671345
502,0.01831223301163723
503,0.03180068767927076
504,0.009678852108991573
505,0.006563645652762912
506,0.006642518465633546
507,0.017377312815011012
508,0.006123009216763794
509,0.0030791829654274105
510,0.00813463334199559
511,0.0033998945033914324
512,0.0062683228675068335
513,0.003143335650345132
514,0.009124184203837158
515,0.007648573377107089
516,0.009728304337344222
517,0.008322596788894356
518,0.0055463054326567495
519,0.009177161721739449
520,0.008391334294369224
521,0.042538524322365996
522,0.05670128698806089
523,0.006805656746203979
524,0.006185920992730404
525,0.04785255904341796
526,0.005377722976986175
527,0.0088298651721918
528,0.005595668566969603
529,0.01113498128841986
530,0.004327761164819891
531,0.007919578020495649
532,0.010471328459482735
533,0.002981596453303019
534,0.012603216890235818
535,0.0020926278058789
536,0.08024726684245567
537,0.007714946270935676
538,0.013902779664600764
539,0.008533292701832059
540,0.0033280623979019476
541,0.0062347466553947985
542,0.004998384987249212
543,0.00807537888324647
544,0.011852064552045662
545,0.007600461443706868
546,0.008113384060082822
547,0.008321397825197942
548,0.0026987693312068633
549,0.00858356674632005
550,0.007923117190688337
551,0.005299772973167885
552,0.008486926999064026
553,0.0017393912148379715
554,0.002201700315260666
555,0.004616381362198059
556,0.00993298285913165
557,0.009100273141879075
558,0.008597121909461736
559,0.0070943738897696965
560,0.004942974584076358
561,0.007505539208314443
562,0.008481181239893562
563,0.011108772007064453
564,0.008597172120728521
565,0.0031687747242959453
566,0.00366334054995207
567,0.004194335279803521
568,0.009120599748896101
569,0.008652384608193502
570,0.004805258777300542
571,0.008633957184732016
572,0.043667144553186356
573,0.0028000373456473424
574,0.004168307922375415
575,0.002981596453303019
576,0.006245640103484085
577,0.007414540299921971
578,0.002753097099629155
579,0.005123370178597101
580,0.0037862828958978604
581,0.008845220694377891
582,0.006315465955513445
583,0.008115970847564387
584,0.0968540578048667
585,0.0050187294656342165
586,0.005255301010336592
587,0.006892537234737306
588,0.007561965098120905
589,0.03868253232313217
590,0.002753097099629155
591,0.003316386785529908
592,0.002981596453303019
593,0.003389190911077611
594,0.006885103245984434
595,0.006891819986359516
596,0.005184210694449525
597,0.008362750144451895
598,0.004327761164819891
599,0.008169880433550124
600,0.006630223769791222
601,0.008415169647064997
602,0.00882058658665655
603,0.0031963316388554396
604,0.004493690986067375
605,0.007897341031711845
606,0.007999564788020011
607,0.009817893915869846
608,0.007856748903660199
609,0.010113878963216057
610,0.002364602687964508
611,0.004821181603310745
612,0.011964294574483754
613,0.0034776664998291225
614,0.00791685231605184
615,0.008272566068876948
616,0.0031107326238476816
617,0.003764512208900826
618,0.006651390374031974
619,0.00515679054735256
620,0.04237245242376417
621,0.008779456189491299
622,0.08481985634439261
623,0.007643344813487486
624,0.002981596453303019
625,0.06836363508065878
626,0.008833241099656618
627,0.0033481674529915115
628,0.0032778314067517435
629,0.009557054213195679
630,0.0034776664998291225
631,0.005412242363429452
632,0.008386939126789016
633,0.013419941667496186
634,0.00799833360510282
635,0.0028000373456473424
636,0.008852340332915173
637,0.005920768115612795
638,0.006971370941000144
639,0.002502149388855232
640,0.0026565173630397195
641,0.008372033652612668
642,0.008396408372276584
643,0.026463964941695884
644,0.011395457751214168
645,0.09743894615766638
646,0.006094484920212067
